Tipo;Designacion;d;bf;tf;hw;tw=r1;r2;bf/2tf;hw/tw;Ag;Peso;Ix;Sx;rx;Qx;Zx;Iy;Sy;ry;Qy;1.5Sy;Zy;w1;d1;w4;t1;w3;J;Cw;X1;X2
W;10x60;260;256;17.3;194.0;10.7;;7.4;18.2;113.5;89.3;14193.0;1093.0;11.2;611.0;1222.0;4828.0;377.0;6.5;287.0;565.0;574.0;;;;;;103.0;708935.0;27372;11
W;10x54;256;255;15.6;194.0;9.4;;8.2;20.6;101.9;80.4;12612.0;983.0;11.1;546.0;1091.0;4287.0;338.0;6.5;256.0;506.0;513.0;;;;;;75.8;623003.0;24683;16.4
W;10x49;253;254;14.2;194.0;8.6;;8.9;22.4;92.9;72.9;11321.0;895.0;11.1;495.0;990.0;3888.0;306.0;6.5;232.0;460.0;464.0;;;;;;57.9;555869.0;22615;22.9
W;10x45;257;204;15.7;194.0;8.9;;6.5;21.8;85.8;67.0;10323.0;805.0;11.0;450.0;900.0;2223.0;218.0;5.1;166.0;327.0;333.0;;;;;;62.9;322243.0;25166;15.9
W;10x39;252;203;13.5;194.0;8.0;;7.5;24.2;74.2;58.0;8699.0;690.0;10.9;383.0;767.0;1873.0;185.0;5.0;141.0;278.0;282.0;;;;;;40.8;266388.0;21994;27.3
W;10x33;247;202;11.0;194.0;7.4;;9.2;26.3;62.7;49.1;7076.0;574.0;10.6;318.0;636.0;1523.0;151.0;4.9;115.0;226.0;229.0;;;;;;24.1;212143.0;18685;52.8
W;10x30;266;148;13.0;219.0;7.6;;5.7;28.8;57.0;44.6;7076.0;531.0;11.1;300.0;600.0;695.0;94.2;3.5;72.4;141.0;145.0;;;;;;25.8;111174.0;19926;45.4
W;10x26;262;147;11.2;219.0;6.6;;6.6;33.2;49.1;38.7;5994.0;457.0;11.1;256.0;513.0;587.0;80.1;3.5;61.5;120.0;123.0;;;;;;16.6;92645.0;17237;79.7
W;10x22;258;146;9.1;219.0;6.1;;8.0;35.9;41.9;32.7;4912.0;380.0;10.9;213.0;426.0;475.0;65.1;3.4;50.0;97.6;100.0;;;;;;10.0;73847.0;14824;151
W;10X19;260;102;10.0;219.0;6.4;;5.1;34.5;36.3;28.3;4008.0;308.0;10.5;177.0;354.0;179.0;35.1;2.2;27.4;52.6;54.9;;;;;;9.6;27928.0;16685;109
W;10x17;257;102;8.4;219.0;6.1;;6.1;35.9;32.2;25.3;3409.0;265.0;10.3;153.0;306.0;148.0;29.2;2.1;22.9;43.8;45.9;;;;;;6.7;22852.0;15237;165
W;10x15;254;102;6.9;219.0;5.8;;7.4;37.5;28.5;22.3;2868.0;226.0;10.0;131.0;262.0;120.0;23.8;2.1;18.8;35.6;37.7;;;;;;4.2;18341.0;13307;301
W;10x12;251;101;5.3;219.0;4.8;;9.4;45.4;22.8;17.9;2239.0;179.0;9.9;103.0;206.0;90.7;18.0;2.0;14.3;27.0;28.5;;;;;;2.1;13668.0;10687;745
W;8x67;229;210;23.7;156.0;14.5;;4.4;10.7;127.1;99.7;11321.0;990.0;9.5;575.0;1150.0;3688.0;351.0;5.4;268.0;526.0;536.0;;;;;;211.0;386692.0;45643;1.55
W;8x58;222;209;20.6;156.0;13.0;;5.1;12.0;110.3;86.3;9490.0;852.0;9.3;490.0;980.0;3126.0;300.0;5.3;229.0;450.0;457.0;;;;;;139.0;316872.0;40128;2.57
W;8x48;216;206;17.4;156.0;10.2;;5.9;15.3;91.0;71.4;7659.0;710.0;9.2;401.0;803.0;2535.0;246.0;5.3;188.0;369.0;375.0;;;;;;81.6;250007.0;33509;5.01
W;8x40;210;205;14.2;156.0;9.1;;7.2;17.0;75.5;59.5;6077.0;582.0;9.0;326.0;652.0;2044.0;200.0;5.2;152.0;300.0;303.0;;;;;;46.6;194957.0;28131;10
W;8x35;206;204;12.6;156.0;7.9;;8.1;19.8;66.5;52.1;5286.0;511.0;8.9;284.0;569.0;1773.0;174.0;5.2;132.0;261.0;264.0;;;;;;32.0;166224.0;24890;16
W;8x31;203;203;11.0;156.0;7.2;;9.2;21.5;58.9;46.1;4579.0;451.0;8.8;249.0;498.0;1544.0;152.0;5.1;116.0;228.0;231.0;;;;;;22.5;142324.0;22270;24.8
W;8x28;205;166;11.8;156.0;7.2;;7.0;21.5;53.2;41.7;4079.0;398.0;8.8;223.0;446.0;903.0;109.0;4.1;82.8;163.0;166.0;;;;;;22.5;83783.0;23994;19.6
W;8x24;201;165;10.2;156.0;6.2;;8.1;25.0;45.7;35.7;3446.0;342.0;8.7;190.0;380.0;762.0;92.3;4.1;70.2;138.0;140.0;;;;;;14.6;69551.0;20822;33.9
W;8x21;210;134;10.2;168.0;6.4;;6.6;26.5;39.7;31.3;3134.0;298.0;8.9;167.0;334.0;407.0;60.8;3.2;46.6;91.2;93.2;;;;;;11.7;40817.0;19926;44
W;8x18;207;133;8.4;168.0;5.8;;8.0;28.8;33.9;26.8;2576.0;249.0;8.7;139.0;279.0;332.0;49.8;3.1;38.2;74.7;76.4;;;;;;7.1;32761.0;17168;81.8
W;8x15;206;102;8.0;168.0;6.2;;6.4;27.0;28.7;22.3;1998.0;193.0;8.4;111.0;223.0;142.0;27.9;2.2;21.9;41.8;43.8;;;;;;5.8;13910.0;18409;72.4
W;8x13;203;102;6.5;168.0;5.8;;7.8;28.8;24.8;19.3;1648.0;162.0;8.2;93.4;187.0;114.0;22.5;2.1;17.6;33.7;35.2;;;;;;3.8;10956.0;16341;122
W;8x10;200;100;5.2;168.0;4.3;;9.6;39.0;19.1;14.9;1282.0;128.0;8.2;72.7;145.0;87.0;17.4;2.1;13.6;26.1;27.2;;;;;;1.7;8298.0;12135;377
W;6x25;162;154;11.6;121.0;8.1;;6.7;14.8;47.4;37.2;2223.0;274.0;6.9;155.0;310.0;712.0;91.9;3.9;70.1;138.0;140.0;;;;;;19.1;40280.0;30406;7.76
W;6x20;157;153;9.3;121.0;6.6;;8.3;18.3;37.9;29.8;1723.0;220.0;6.8;122.0;244.0;554.0;72.3;3.8;55.1;108.0;110.0;;;;;;10.0;30345.0;24476;17.8
W;6x15;152;152;6.6;121.0;5.8;;11.5;20.7;28.6;22.3;1211.0;159.0;6.5;88.5;177.0;388.0;51.0;3.7;38.9;76.4;77.8;;;;;;4.2;20543.0;18892;52
W;6x16;160;102;10.3;121.0;6.6;;5.0;18.3;30.6;23.8;1336.0;167.0;6.6;95.9;192.0;184.0;36.1;2.5;27.8;54.1;55.6;;;;;;9.2;10258.0;27648;12.4
W;6x12;153;102;7.1;121.0;5.8;;7.1;20.7;22.9;17.9;920.0;120.0;6.3;68.0;136.0;124.0;24.6;2.3;19.0;36.9;38.0;;;;;;3.8;6633.0;21374;36.6
W;6x9;150;100;5.5;121.0;4.3;;9.2;27.9;17.3;13.4;683.0;91.0;6.3;51.0;102.0;91.2;18.2;2.3;14.1;27.3;28.2;;;;;;1.7;4753.0;16272;105
W;5x19;131;128;10.9;88.9;6.9;;5.9;13.0;35.7;28.3;1091.0;167.0;5.5;95.0;190.0;380.0;59.5;3.3;45.3;89.2;90.6;;;;;;12.9;13642.0;35439;4.04
W;5x16;127;127;9.1;88.9;6.1;;6.9;14.6;30.2;23.8;887.0;139.0;5.4;78.6;157.0;313.0;49.2;3.2;37.4;73.7;74.9;;;;;;7.9;10903.0;30613;7.28
W;4x13;106;103;8.8;69.9;7.1;;5.9;9.8;24.7;19.3;470.0;89.5;4.4;51.5;103.0;161.0;31.1;2.5;23.9;46.7;47.9;;;;;;6.2;3760.0;38335;3.24
HP;14x117;361;378.0;20.5;286.0;20.5;;9.3;14.0;221.9;174.1;50780.0;2819.0;15.1;1590.0;3179.0;18439.0;975.0;9.1;749.0;1463.0;1498;;;;;;334;5343864;26683;13.9
HP;14x102;356;376;17.9;286.0;17.9;;10.5;16.0;193.5;151.8;43704.0;2458.0;15.0;1385.0;2769.0;15817.0;842.0;9.0;646.0;1263.0;1291.0;;;;;;225;4511403;23442;22.9
HP;14x89;351;373;15.6;286.0;15.6;;11.9;18.3;168.4;132.4;37627.0;2147.0;14.9;1196.0;2393.0;13569.0;726.0;9.0;555.0;1089.0;1109.0;;;;;;150;3813209;20408;38.7
HP;14x73;346;370;12.8;286.0;12.8;;14.4;22.3;138.1;108.6;30343.0;1753.0;14.8;967.0;1934.0;10864.0;587.0;8.9;447.0;880.0;895.0;;;;;;83.7;3007602;16892;81.6
HP;12x84;312;312.0;17.4;241.0;17.4;;9.0;13.9;158.7;125.0;27055.0;1737.0;13.1;983.0;1966.0;8866.0;567.0;7.5;436.0;850.0;872;;;;;;176;1922717;26614;14.1
HP;12x74;308;310;15.5;241.0;15.4;;10.0;15.7;140.6;110.1;23684.0;1537.0;13.0;860.0;1721.0;7742.0;498.0;7.4;382.0;747.0;764.0;;;;;;124;1656866;23718;22.1
HP;12x63;303;308;13.1;241.0;13.1;;11.8;18.4;118.7;93.8;19646.0;1296.0;12.9;723.0;1447.0;6368.0;415.0;7.3;317.0;622.0;634.0;;;;;;76.2;1339994;20271;40.8
HP;12x53;299;306;11.1;241.0;11.1;;13.8;21.8;100.0;78.9;16358.0;1095.0;12.8;606.0;1213.0;5286.0;346.0;7.3;264.0;519.0;528.0;;;;;;46.6;1098312;17237;76.8
HP;10x57;254;260.0;14.4;194.0;14.4;;9.1;13.5;108.4;84.8;12237.0;964.0;10.6;545.0;1090.0;4204.0;323.0;6.2;248.0;484.0;497;;;;;;82;601520;27027;13.3
HP;10x42;246;256;10.7;194.0;10.5;;12.0;18.4;80.0;62.5;8741.0;711.0;10.5;396.0;791.0;2984.0;233.0;6.1;179.0;349.0;357.0;;;;;;33.7;413545;20133;41.4
HP;8x36;204;207.0;11.3;156.0;11.3;;9.2;13.8;68.4;53.6;4953.0;488.0;8.5;275.0;551.0;1677.0;162.0;5.0;125.0;243.0;249;;;;;;32;155214;26476;14.4
M;12x11.8;303.0;78.0;5.7;278.0;4.5;;6.8;61.8;22.5;17.6;2984.0;198.0;11.5;117.0;234.0;45.4;11.6;1.42;9.5;17.4;19;;;;;;2.081;9130;9791;1193
M;12x10.8;301.0;78.0;5.2;276.0;4.1;;7.4;67.1;20.7;16.1;2739.0;182.0;11.5;107.0;215.0;41.4;10.6;1.4;8.6;16;17.2;;;;;;1.665;8405;9101;1595
M;10x9;250;68.0;5.2;225.0;4.0;;6.5;56.5;17.2;13.4;1602.0;128.0;9.7;75.5;151.0;28.0;8.2;1.3;6.7;12.3;13.4;;;;;;1.249;3921;10825;780
M;10x8;249;68.0;4.7;224.0;3.5;;7.4;63.4;15.4;11.9;1428.0;115.0;9.7;67.2;134.0;24.8;7.3;1.3;5.9;10.9;11.8;;;;;;0.832;3437;9653;1216
M;8x6,5;199.0;58.0;4.7;175.0;3.4;;6.1;51.7;12.4;9.7;753.0;75.7;7.8;44.2;88.5;15.4;5.3;1.1;4.3;7.99;8.64;;;;;;0.832;1404;12273;435
M;5x18,9;127;127.0;10.6;82.6;8.0;;6.0;10.3;35.8;28.1;1003.0;158.0;5.3;90.1;180.0;327.0;51.5;3.0;41.1;77.2;82.3;;;;;;14.15;11091;39369;2.82
